epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,4315.31,1.19277,0.76406,0.0204,0.95856,0.95266,0.98603,0.74661,0.95199,0.48313,0.02078,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,4344.25,1.19159,0.76357,0.02034,0.96004,0.9531,0.98622,0.74717,0.95205,0.48247,0.02078,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,4373.64,1.17875,0.75897,0.02023,0.95947,0.9543,0.98648,0.74658,0.95077,0.48176,0.02074,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,4404.82,1.1878,0.75886,0.02037,0.96541,0.94639,0.98637,0.74648,0.95039,0.48067,0.02074,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,4435.66,1.18523,0.75963,0.02024,0.96544,0.94736,0.98648,0.74663,0.9496,0.48032,0.02071,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,4466.52,1.18048,0.76223,0.02023,0.96726,0.9469,0.98693,0.74687,0.94953,0.47954,0.02072,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,4497.01,1.19008,0.7602,0.02032,0.96799,0.9481,0.98706,0.74641,0.94963,0.47909,0.02072,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,4527.4,1.17924,0.76028,0.02018,0.97037,0.94288,0.9869,0.74603,0.95007,0.47896,0.02073,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,4556.91,1.18157,0.75398,0.02016,0.96855,0.94818,0.98727,0.74631,0.9493,0.47822,0.02071,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,4586.23,1.1776,0.75204,0.02015,0.96867,0.94818,0.98731,0.74659,0.9492,0.47822,0.02071,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,4615.18,1.18229,0.75763,0.02019,0.96797,0.94749,0.98688,0.74704,0.94991,0.47768,0.02073,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,4643.95,1.17275,0.74996,0.02006,0.9678,0.94882,0.9872,0.74709,0.94894,0.47726,0.02071,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,4673.05,1.17568,0.74832,0.02012,0.96869,0.95,0.98733,0.74752,0.94807,0.47693,0.02069,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,4701.98,1.17606,0.75134,0.0201,0.96804,0.94965,0.98736,0.74701,0.94645,0.47656,0.02065,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,4731.13,1.17006,0.74766,0.01988,0.96824,0.9501,0.9877,0.74801,0.94605,0.47606,0.02064,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,4760.7,1.18143,0.74972,0.02016,0.96708,0.95074,0.98782,0.74775,0.94555,0.4758,0.02062,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,4789.97,1.17334,0.74868,0.0201,0.96573,0.9501,0.9878,0.74877,0.94541,0.47589,0.02062,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,4819.07,1.16723,0.74384,0.01975,0.96529,0.9501,0.98741,0.74791,0.94523,0.47562,0.02062,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,4848.3,1.17063,0.74858,0.02003,0.96678,0.94959,0.98754,0.74923,0.94459,0.47524,0.0206,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,4877.43,1.16619,0.7433,0.01996,0.96802,0.94883,0.98749,0.74934,0.94426,0.47484,0.02059,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,4906.49,1.16264,0.73912,0.01978,0.9684,0.94818,0.98753,0.74924,0.94356,0.47397,0.02057,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,4935.65,1.16577,0.73754,0.01989,0.96877,0.94946,0.98817,0.7496,0.94335,0.47335,0.02056,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,4964.79,1.16571,0.74371,0.01985,0.9671,0.95074,0.98817,0.75066,0.94349,0.47291,0.02057,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,4994.08,1.15984,0.73303,0.01978,0.96746,0.95117,0.98816,0.75045,0.94358,0.47274,0.02057,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,5023.37,1.16232,0.74074,0.01983,0.96767,0.95074,0.98822,0.75051,0.94341,0.47209,0.02056,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,5052.61,1.17294,0.7369,0.01982,0.96934,0.95076,0.98819,0.75067,0.94319,0.47176,0.02056,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,5082.05,1.16085,0.73823,0.01986,0.97243,0.94775,0.98823,0.75053,0.94251,0.47185,0.02055,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,5111.4,1.16044,0.73638,0.01981,0.97336,0.94818,0.98874,0.7507,0.94273,0.4713,0.02056,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,5140.64,1.15739,0.73172,0.01968,0.97308,0.94821,0.98849,0.75047,0.94277,0.47096,0.02056,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,5169.88,1.15438,0.72901,0.01964,0.97436,0.94806,0.98876,0.75066,0.94236,0.47041,0.02055,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,5199.09,1.15152,0.73,0.0196,0.97712,0.94498,0.98875,0.75109,0.94215,0.47056,0.02055,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,5228.29,1.15862,0.73106,0.01977,0.97944,0.94496,0.98876,0.75103,0.94129,0.46999,0.02053,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,5257.45,1.15791,0.72889,0.01974,0.97244,0.94819,0.98881,0.75139,0.94091,0.46998,0.02052,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,5286.51,1.15265,0.73234,0.01972,0.97446,0.94882,0.98927,0.75156,0.9403,0.4696,0.02049,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,5315.69,1.15296,0.72773,0.0196,0.97569,0.94562,0.98896,0.75118,0.93998,0.46937,0.02049,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,5344.85,1.1535,0.73384,0.01958,0.97879,0.94434,0.98918,0.75174,0.93914,0.46887,0.02046,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,5373.89,1.15081,0.72617,0.01963,0.97945,0.94531,0.98942,0.75178,0.93912,0.46857,0.02046,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,5403.03,1.14046,0.72381,0.0194,0.97878,0.94444,0.98909,0.7517,0.93875,0.46837,0.02045,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,5432.19,1.14752,0.72296,0.01951,0.97791,0.94434,0.98887,0.75166,0.93904,0.46789,0.02046,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,5461.81,1.14345,0.72386,0.01946,0.97424,0.94882,0.9889,0.75127,0.93916,0.46807,0.02046,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,5491.13,1.13882,0.72357,0.01944,0.97313,0.94882,0.98882,0.75123,0.93823,0.46808,0.02043,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,5520.4,1.13514,0.72263,0.01938,0.97716,0.94434,0.98876,0.75171,0.93778,0.46768,0.02042,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,5549.49,1.13814,0.71908,0.0193,0.97375,0.94934,0.98934,0.75188,0.93745,0.46709,0.0204,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,5578.88,1.13289,0.72183,0.01925,0.97366,0.94882,0.98875,0.75207,0.9373,0.46694,0.0204,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,5608.14,1.1384,0.71857,0.01939,0.97361,0.94882,0.98878,0.75306,0.93723,0.46621,0.0204,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,5637.31,1.13565,0.7117,0.01933,0.97309,0.94845,0.98878,0.75353,0.93699,0.46558,0.02039,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,5666.38,1.13579,0.71203,0.01933,0.97374,0.94902,0.98886,0.75326,0.93644,0.46505,0.02038,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,5695.23,1.13353,0.71585,0.01923,0.97481,0.94882,0.989,0.7539,0.93586,0.46407,0.02037,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,5724.17,1.13447,0.71303,0.01932,0.97705,0.94562,0.9889,0.75436,0.93581,0.46388,0.02037,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,5753.28,1.13122,0.7139,0.01915,0.97623,0.94598,0.98887,0.75484,0.93569,0.46345,0.02036,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,5782.31,1.13201,0.70986,0.01928,0.97627,0.94774,0.98898,0.75464,0.93543,0.46337,0.02035,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,5811.65,1.12663,0.70753,0.0191,0.97562,0.94733,0.98899,0.75457,0.93538,0.46284,0.02036,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,5841.03,1.12664,0.70349,0.01909,0.97564,0.94823,0.98905,0.75435,0.9351,0.46249,0.02035,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,5869.92,1.1334,0.70667,0.01923,0.97536,0.94882,0.98904,0.75384,0.93566,0.46213,0.02037,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,5898.91,1.1305,0.70868,0.01904,0.97503,0.94931,0.98908,0.75414,0.93561,0.46163,0.02037,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,5928.34,1.12792,0.7086,0.01909,0.97374,0.94908,0.98908,0.75463,0.93571,0.46174,0.02037,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,5957.96,1.13253,0.70351,0.01925,0.9739,0.94882,0.9891,0.75482,0.93523,0.46173,0.02036,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,5987.43,1.12045,0.69764,0.01903,0.97377,0.95009,0.98888,0.75456,0.93504,0.4616,0.02035,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,6016.58,1.12625,0.70492,0.01906,0.97387,0.94882,0.98907,0.75458,0.93466,0.46147,0.02034,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,6045.57,1.12534,0.70082,0.01899,0.97342,0.94882,0.98887,0.75511,0.93448,0.46123,0.02033,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,6074.46,1.12063,0.69861,0.01893,0.97564,0.94822,0.98892,0.75559,0.93424,0.4612,0.02033,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,6103.24,1.11543,0.70075,0.01885,0.97593,0.94882,0.98898,0.75592,0.93333,0.46057,0.0203,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,6132.09,1.11037,0.69539,0.01897,0.97417,0.94882,0.98896,0.75666,0.93294,0.46008,0.02028,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,6161.23,1.11858,0.69963,0.01899,0.97408,0.94882,0.98897,0.7564,0.93241,0.46012,0.02027,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,6190.46,1.11186,0.6972,0.01887,0.97438,0.94914,0.98895,0.75707,0.93196,0.46006,0.02026,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,6219.78,1.11281,0.69426,0.01887,0.97374,0.94905,0.989,0.75761,0.93175,0.45982,0.02025,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,6248.78,1.12025,0.7014,0.01892,0.97375,0.94926,0.98898,0.75763,0.9317,0.45986,0.02025,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,6277.93,1.1156,0.68665,0.01893,0.97324,0.94946,0.98906,0.75753,0.93151,0.4593,0.02024,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,6307.33,1.11249,0.69356,0.01883,0.974,0.9501,0.98918,0.758,0.93112,0.45891,0.02023,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,6336.92,1.10674,0.68611,0.01874,0.97374,0.94906,0.98912,0.75784,0.93089,0.45905,0.02022,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,6365.74,1.1116,0.6873,0.0189,0.97334,0.9501,0.98919,0.7583,0.93039,0.4585,0.02021,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,6394.72,1.10802,0.68828,0.01878,0.97371,0.9501,0.98922,0.75866,0.9296,0.45841,0.02018,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,6423.5,1.10338,0.68172,0.01872,0.97375,0.9495,0.98922,0.75896,0.92934,0.45801,0.02017,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,6452.45,1.10435,0.68887,0.01861,0.97464,0.94818,0.98928,0.75862,0.92928,0.45779,0.02017,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,6481.4,1.11173,0.68976,0.01865,0.9735,0.94946,0.98928,0.75888,0.92891,0.45749,0.02016,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,6510.55,1.10179,0.68327,0.01873,0.97383,0.94946,0.98934,0.75892,0.92844,0.45701,0.02015,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,6539.89,1.1056,0.68141,0.01866,0.97375,0.94947,0.98928,0.75799,0.9282,0.45705,0.02014,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,6569.25,1.10228,0.67672,0.01865,0.97436,0.94835,0.98923,0.75835,0.92845,0.45668,0.02014,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,6598.5,1.09341,0.67964,0.01839,0.97608,0.94818,0.98926,0.7587,0.92824,0.45662,0.02014,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,6627.82,1.09479,0.67421,0.01842,0.97623,0.94601,0.98924,0.75856,0.92798,0.45668,0.02013,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,6656.99,1.09398,0.68163,0.01851,0.97057,0.94948,0.98929,0.75884,0.92768,0.45649,0.02012,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,6686.14,1.09928,0.6759,0.01858,0.9773,0.94626,0.98938,0.7585,0.92704,0.45614,0.02011,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,6715.4,1.09548,0.68296,0.01854,0.97246,0.94886,0.98942,0.75886,0.92678,0.45596,0.0201,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,6744.6,1.0926,0.67255,0.01849,0.97277,0.94882,0.98942,0.75848,0.92653,0.45577,0.02009,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,6773.83,1.08956,0.67087,0.01848,0.97222,0.94882,0.98962,0.75886,0.92571,0.45518,0.02007,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,6802.91,1.08588,0.66856,0.01833,0.97311,0.94941,0.98959,0.75908,0.92537,0.45509,0.02006,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,6832.06,1.09093,0.66908,0.01831,0.97398,0.94882,0.98953,0.759,0.9249,0.45449,0.02005,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,6861.3,1.08704,0.66437,0.01845,0.97453,0.9501,0.98965,0.75884,0.92437,0.45433,0.02003,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,6890.67,1.08724,0.66457,0.01832,0.97507,0.95099,0.98964,0.7589,0.9238,0.454,0.02002,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,6920.41,1.08836,0.66663,0.01833,0.97507,0.9511,0.98962,0.75874,0.92368,0.45411,0.02001,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,6949.71,1.09061,0.66788,0.01832,0.97818,0.9463,0.98962,0.75957,0.92344,0.45406,0.02001,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,6978.75,1.08994,0.66577,0.01828,0.97882,0.94604,0.98968,0.76015,0.92313,0.45363,0.02,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,7007.96,1.08298,0.65923,0.01823,0.97946,0.94586,0.98973,0.75903,0.92287,0.45342,0.01999,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,7037.06,1.08574,0.66508,0.0183,0.97851,0.94626,0.98965,0.75959,0.9225,0.45346,0.01998,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,7066.22,1.08185,0.66161,0.01821,0.97882,0.94623,0.98972,0.75911,0.92249,0.45323,0.01998,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,7095.37,1.07692,0.65635,0.01823,0.97796,0.9469,0.98974,0.75989,0.92233,0.45316,0.01998,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,7124.47,1.08188,0.66288,0.01819,0.97787,0.9469,0.98978,0.76007,0.92225,0.45281,0.01997,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,7153.52,1.07434,0.65658,0.01802,0.97818,0.94651,0.98976,0.76,0.92191,0.45287,0.01997,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,7182.69,1.06941,0.65522,0.018,0.97568,0.94967,0.98975,0.76028,0.92216,0.45294,0.01998,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,7211.78,1.07828,0.65814,0.01815,0.97434,0.95074,0.9898,0.76069,0.92243,0.45307,0.01999,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,7241.11,1.06911,0.65467,0.01801,0.97472,0.95074,0.98983,0.76082,0.9225,0.45286,0.02,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,7270.68,1.07662,0.65769,0.01811,0.97466,0.95074,0.98983,0.761,0.9223,0.45285,0.01999,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,7299.93,1.07172,0.65675,0.01799,0.97545,0.95074,0.98988,0.76071,0.92245,0.45301,0.01999,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,7329.27,1.07497,0.6568,0.01797,0.97699,0.95065,0.98989,0.76087,0.92243,0.45289,0.02,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,7358.4,1.06971,0.65611,0.01799,0.97781,0.95074,0.98991,0.76026,0.92284,0.45269,0.02001,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,7387.7,1.06955,0.65307,0.01803,0.97893,0.95104,0.99002,0.76087,0.92239,0.45296,0.02,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,7417.07,1.06906,0.65025,0.01803,0.97827,0.95069,0.98993,0.7611,0.92226,0.45298,0.02,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,7446.29,1.0626,0.64677,0.01786,0.97831,0.95214,0.99003,0.76177,0.92236,0.45275,0.02,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,7475.73,1.06266,0.64598,0.0178,0.97894,0.95181,0.99005,0.76124,0.92223,0.45275,0.02,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,7505.01,1.0633,0.6478,0.01783,0.97764,0.95092,0.98999,0.76211,0.9225,0.45253,0.02001,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,7534.28,1.06147,0.64425,0.01789,0.97893,0.95127,0.99008,0.76178,0.92278,0.45256,0.02002,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,7563.61,1.06393,0.64578,0.01791,0.97829,0.95135,0.99016,0.76195,0.92278,0.45231,0.02002,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,7592.89,1.05543,0.64744,0.0177,0.97765,0.95138,0.9902,0.76218,0.92264,0.45232,0.02002,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,7622.54,1.05936,0.64471,0.01772,0.97563,0.95266,0.99025,0.76229,0.92288,0.45233,0.02003,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,7651.85,1.04771,0.63738,0.01758,0.97423,0.95329,0.99031,0.76189,0.92308,0.45228,0.02004,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,7680.88,1.05814,0.63969,0.01773,0.97513,0.9533,0.99029,0.76173,0.92297,0.45247,0.02003,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,7710.33,1.05292,0.63946,0.01762,0.97449,0.95266,0.99029,0.76218,0.92295,0.45246,0.02003,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,7739.79,1.05143,0.63978,0.01759,0.97449,0.95327,0.99033,0.76209,0.92317,0.45247,0.02004,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,7768.87,1.05496,0.63749,0.01764,0.97451,0.95386,0.9903,0.76205,0.92321,0.45243,0.02005,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,7798.05,1.04909,0.63723,0.01759,0.97453,0.95463,0.99028,0.762,0.92341,0.45274,0.02005,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,7827.19,1.04741,0.63678,0.01761,0.97452,0.9542,0.99021,0.76177,0.92374,0.45266,0.02005,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,7856.46,1.04843,0.63245,0.01766,0.96831,0.95803,0.99012,0.76125,0.92377,0.45304,0.02006,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,7885.7,1.04492,0.63271,0.01751,0.96865,0.95713,0.99011,0.76168,0.92371,0.45277,0.02006,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,7914.77,1.05235,0.63612,0.01757,0.9695,0.95586,0.99013,0.76112,0.92339,0.45263,0.02004,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,7943.98,1.04147,0.62806,0.01749,0.96891,0.95585,0.99014,0.76094,0.9236,0.4529,0.02005,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,7973.68,1.03938,0.62734,0.0175,0.96975,0.95649,0.99025,0.76102,0.9237,0.45337,0.02005,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,8003.16,1.03529,0.62632,0.01741,0.96892,0.95585,0.9902,0.76085,0.92394,0.45306,0.02005,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,8032.47,1.04143,0.62925,0.01745,0.96698,0.95521,0.99006,0.76117,0.9243,0.45345,0.02005,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,8061.73,1.03793,0.62266,0.0173,0.96713,0.95521,0.98973,0.76044,0.9247,0.45372,0.02006,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,8091.04,1.028,0.61766,0.01725,0.96769,0.95521,0.98976,0.76075,0.92487,0.45388,0.02006,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,8120.51,1.03921,0.61772,0.01733,0.968,0.95521,0.99012,0.76065,0.92515,0.45406,0.02007,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,8149.92,1.04106,0.6249,0.01737,0.96819,0.95521,0.99009,0.76119,0.92528,0.45431,0.02007,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,8178.79,1.03537,0.62194,0.01729,0.96875,0.95521,0.99006,0.76106,0.92541,0.45411,0.02007,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,8207.62,1.0369,0.61833,0.01734,0.96843,0.95521,0.99008,0.76143,0.9251,0.45411,0.02007,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,8236.32,1.03238,0.61684,0.0172,0.96945,0.95437,0.99014,0.76154,0.92513,0.45421,0.02007,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,8265.15,1.02841,0.61594,0.01722,0.96761,0.95649,0.99018,0.76165,0.92528,0.45401,0.02008,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,8294,1.02886,0.61465,0.01714,0.96945,0.95433,0.99021,0.7616,0.92558,0.45406,0.02009,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,8345.41,0.96284,0.48055,0.02052,0.96944,0.95401,0.99027,0.76177,0.92594,0.45401,0.0201,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,8374.53,0.94307,0.45782,0.02,0.97006,0.95521,0.99031,0.76167,0.92566,0.45372,0.02009,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,8403.54,0.93526,0.45271,0.01973,0.96906,0.95521,0.99036,0.76191,0.92551,0.45289,0.02009,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,8432.22,0.92913,0.44902,0.01958,0.96893,0.95521,0.99038,0.76227,0.92532,0.45247,0.02009,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,8461.17,0.92634,0.44637,0.01958,0.96829,0.95721,0.99038,0.7625,0.92479,0.45211,0.02008,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,8490.15,0.91215,0.44027,0.01926,0.96768,0.95778,0.99046,0.76296,0.92452,0.45175,0.02007,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
