epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
61,2134.5,1.26164,0.85631,0.02197,0.952,0.90915,0.96967,0.69835,1.04596,0.59309,0.02347,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,2162.77,1.26149,0.8518,0.02192,0.95678,0.90655,0.97233,0.69515,1.05739,0.5866,0.02358,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,2191.09,1.25262,0.84655,0.02172,0.95646,0.90275,0.97007,0.69985,1.06103,0.58188,0.02379,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,2219.65,1.25366,0.84449,0.02189,0.95429,0.90831,0.97166,0.70306,1.04292,0.58015,0.02333,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,2247.99,1.25344,0.84113,0.02189,0.94545,0.90595,0.96695,0.69093,1.06326,0.58976,0.02412,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,2276.42,1.24555,0.83522,0.02155,0.94835,0.91555,0.97205,0.70307,1.03983,0.57589,0.02322,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,2304.99,1.24291,0.83831,0.02161,0.95996,0.92131,0.97595,0.70083,1.03767,0.57271,0.02327,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,2333.34,1.23834,0.82583,0.02144,0.95566,0.91235,0.97172,0.70618,1.02154,0.56642,0.02286,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,2361.73,1.23317,0.81979,0.02142,0.95687,0.92266,0.97297,0.71006,1.01457,0.5649,0.02264,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,2390.13,1.22749,0.81398,0.0212,0.95122,0.92323,0.97488,0.70628,1.02946,0.55902,0.02294,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,2436.79,1.19081,0.67614,0.02632,0.94232,0.93027,0.97533,0.70779,1.03887,0.54598,0.02334,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,2465.07,1.17267,0.64825,0.02593,0.96518,0.92225,0.9734,0.71304,1.02978,0.54871,0.02283,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,2493.39,1.16478,0.63756,0.02586,0.9591,0.93026,0.97803,0.71877,1.02452,0.53786,0.02283,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,2521.75,1.15481,0.6307,0.02548,0.96263,0.92578,0.97965,0.71606,1.02329,0.53682,0.02289,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,2549.91,1.15132,0.62751,0.02526,0.96185,0.91953,0.97722,0.7165,1.00937,0.53384,0.02245,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,2578.2,1.14268,0.62118,0.02505,0.95423,0.92045,0.97425,0.71537,1.01563,0.54412,0.02248,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,2606.4,1.13735,0.60971,0.02498,0.97152,0.92834,0.97984,0.72709,0.99578,0.51494,0.02208,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,2634.68,1.12709,0.59933,0.0247,0.96717,0.92706,0.98091,0.72671,1.00022,0.5132,0.0222,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,2663.35,1.11828,0.59382,0.0244,0.9593,0.93505,0.98142,0.72918,0.99567,0.51062,0.02207,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,2691.59,1.11408,0.59388,0.0243,0.97267,0.93351,0.98317,0.7332,0.98118,0.50378,0.02167,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,2719.81,1.10379,0.5875,0.02406,0.9649,0.93922,0.98197,0.73482,0.98066,0.50317,0.02166,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,2748.15,1.10356,0.58378,0.02414,0.97052,0.92691,0.98168,0.73429,0.97762,0.50406,0.0216,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,2776.48,1.0932,0.57498,0.02379,0.97456,0.93119,0.98305,0.736,0.97922,0.49874,0.02159,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,2805.03,1.0939,0.57463,0.02385,0.96924,0.93474,0.98319,0.73449,0.9833,0.50102,0.02172,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,2833.19,1.08481,0.56483,0.02357,0.97076,0.93477,0.98358,0.73715,0.97555,0.49404,0.02154,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,2861.52,1.08088,0.55949,0.0235,0.9759,0.93249,0.98458,0.73838,0.9683,0.4864,0.02133,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,2889.88,1.07072,0.55582,0.02329,0.96389,0.94946,0.98497,0.74254,0.96612,0.48162,0.02131,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,2918.06,1.07047,0.54988,0.02307,0.96872,0.94882,0.98469,0.7439,0.96405,0.47858,0.02127,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,2946.29,1.06308,0.54393,0.02304,0.96244,0.95138,0.98551,0.74554,0.96484,0.47689,0.02128,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,2974.59,1.0526,0.53906,0.0228,0.96615,0.94957,0.98457,0.74438,0.96223,0.47603,0.02126,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,3003.1,1.05421,0.53967,0.02272,0.96683,0.95096,0.98507,0.74425,0.96101,0.47559,0.02119,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,3031.64,1.04616,0.53345,0.02266,0.96666,0.94594,0.98514,0.74385,0.95936,0.47562,0.02113,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,3060.07,1.0385,0.52635,0.02233,0.96671,0.94756,0.98559,0.74636,0.95449,0.47271,0.02098,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,3088.29,1.03063,0.52229,0.02223,0.97007,0.94754,0.98508,0.74616,0.95563,0.47181,0.02106,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,3116.79,1.0258,0.5216,0.022,0.96415,0.95713,0.98624,0.74566,0.95461,0.46869,0.02103,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,3145.04,1.02323,0.51552,0.02195,0.97026,0.95329,0.98601,0.74773,0.95168,0.46654,0.02094,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,3173.27,1.01762,0.50967,0.02194,0.97037,0.95521,0.98655,0.7485,0.94964,0.46411,0.02089,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,3201.52,1.01342,0.51069,0.02163,0.9744,0.94964,0.98627,0.75077,0.94547,0.46221,0.0208,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,3229.86,1.00744,0.50298,0.02157,0.97408,0.95202,0.9858,0.75197,0.94415,0.45998,0.02077,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,3258.15,0.99716,0.49889,0.02135,0.97253,0.95074,0.9857,0.75198,0.9439,0.45889,0.02076,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
